time,pv,irradiance,temp
20121001:0810,61.68,89.37,13.87
20121001:0910,72.48,102.32,14.08
20121001:1010,46.97,71.81,14.19
20121001:1110,51.38,77.19,14.3
20121001:1210,117.01,154.38,14.42
20121001:1310,135.69,176.13,14.82
20121001:1410,201.96,251.61,15.22
20121001:1510,118.53,156.67,15.61
20121001:1610,111.74,154.31,14.93
20121001:1710,0.0,2.69,14.24
20121001:1810,0.0,0.0,13.56
20121001:1910,0.0,0.0,12.97
20121001:2010,0.0,0.0,12.39
20121001:2110,0.0,0.0,11.81
20121001:2210,0.0,0.0,11.48
20121001:2310,0.0,0.0,11.15
20121002:0010,0.0,0.0,10.83
20121002:0110,0.0,0.0,10.88
20121002:0210,0.0,0.0,10.93
20121002:0310,0.0,0.0,10.98
20121002:0410,0.0,0.0,10.97
20121002:0510,0.0,0.0,10.97
20121002:0610,0.0,0.0,10.96
20121002:0710,168.26,215.41,11.85
20121002:0810,123.66,160.24,12.73
20121002:0910,182.51,227.74,13.62
20121002:1010,87.77,120.27,14.22
20121002:1110,255.95,312.49,14.82
20121002:1210,650.2,777.32,15.43
20121002:1310,297.86,359.71,15.1
20121002:1410,52.06,78.09,14.77
20121002:1510,175.83,220.91,14.44
20121002:1610,145.61,196.83,13.82
20121002:1710,0.0,2.69,13.19
20121002:1810,0.0,0.0,12.56
20121002:1910,0.0,0.0,12.52
20121002:2010,0.0,0.0,12.49
20121002:2110,0.0,0.0,12.45
20121002:2210,0.0,0.0,12.42
20121002:2310,0.0,0.0,12.38
20121003:0010,0.0,0.0,12.35
20121003:0110,0.0,0.0,12.01
20121003:0210,0.0,0.0,11.68
20121003:0310,0.0,0.0,11.35
20121003:0410,0.0,0.0,10.99
20121003:0510,0.0,0.0,10.64
20121003:0610,0.0,0.0,10.29
20121003:0710,187.19,236.53,10.78
20121003:0810,64.83,92.15,11.27
20121003:0910,352.57,416.89,11.76
20121003:1010,207.22,254.7,12.55
20121003:1110,164.0,207.1,13.35
20121003:1210,345.21,413.54,14.15
20121003:1310,91.08,123.86,13.77
20121003:1410,141.77,181.57,13.39
20121003:1510,231.22,283.01,13.01
20121003:1610,43.27,67.22,12.3
20121003:1710,0.0,1.8,11.59
20121003:1810,0.0,0.0,10.88
20121003:1910,0.0,0.0,10.44
20121003:2010,0.0,0.0,10.0
20121003:2110,0.0,0.0,9.56
20121003:2210,0.0,0.0,9.34
20121003:2310,0.0,0.0,9.11
20121004:0010,0.0,0.0,8.89
20121004:0110,0.0,0.0,8.71
20121004:0210,0.0,0.0,8.53
20121004:0310,0.0,0.0,8.36
20121004:0410,0.0,0.0,7.98
20121004:0510,0.0,0.0,7.6
20121004:0610,0.0,0.0,7.22
20121004:0710,213.71,265.86,8.31
20121004:0810,457.55,537.45,9.39
20121004:0910,628.89,742.93,10.48
20121004:1010,725.97,867.93,11.6
20121004:1110,719.47,863.11,12.72
20121004:1210,297.66,359.13,13.85
20121004:1310,363.93,435.23,13.98
20121004:1410,253.63,308.88,14.12
20121004:1510,144.7,185.86,14.26
20121004:1610,142.48,194.33,13.5
20121004:1710,0.0,1.8,12.74
20121004:1810,0.0,0.0,11.99
20121004:1910,0.0,0.0,11.97
20121004:2010,0.0,0.0,11.95
20121004:2110,0.0,0.0,11.93
20121004:2210,0.0,0.0,12.09
20121004:2310,0.0,0.0,12.25
20121005:0010,0.0,0.0,12.41
20121005:0110,0.0,0.0,12.89
20121005:0210,0.0,0.0,13.37
20121005:0310,0.0,0.0,13.86
20121005:0410,0.0,0.0,13.93
20121005:0510,0.0,0.0,14.01
20121005:0610,0.0,0.0,14.08
20121005:0710,121.27,161.19,13.8
20121005:0810,218.71,267.53,13.51
20121005:0910,334.31,399.01,13.23
20121005:1010,702.35,841.84,13.91
20121005:1110,798.93,964.4,14.59
20121005:1210,96.65,131.05,15.28
20121005:1310,131.47,171.06,14.81
20121005:1410,20.7,38.6,14.35
20121005:1510,79.63,110.71,13.89
20121005:1610,17.48,34.11,13.22
20121005:1710,0.0,0.0,12.55
20121005:1810,0.0,0.0,11.88
20121005:1910,0.0,0.0,11.7
20121005:2010,0.0,0.0,11.52
20121005:2110,0.0,0.0,11.35
20121005:2210,0.0,0.0,11.45
20121005:2310,0.0,0.0,11.56
20121006:0010,0.0,0.0,11.67
20121006:0110,0.0,0.0,11.39
20121006:0210,0.0,0.0,11.11
20121006:0310,0.0,0.0,10.84
20121006:0410,0.0,0.0,10.27
20121006:0510,0.0,0.0,9.71
20121006:0610,0.0,0.0,9.14
20121006:0710,80.58,111.2,9.13
20121006:0810,159.68,198.52,9.11
20121006:0910,624.73,746.78,9.1
20121006:1010,710.53,866.63,10.18
20121006:1110,789.84,984.32,11.26
20121006:1210,753.31,941.52,12.35
20121006:1310,705.18,875.24,12.59
20121006:1410,503.34,611.73,12.84
20121006:1510,283.82,348.97,13.09
20121006:1610,150.62,206.37,12.04
20121006:1710,0.0,0.0,10.99
20121006:1810,0.0,0.0,9.95
20121006:1910,0.0,0.0,9.43
20121006:2010,0.0,0.0,8.92
20121006:2110,0.0,0.0,8.4
20121006:2210,0.0,0.0,8.16
20121006:2310,0.0,0.0,7.91
20121007:0010,0.0,0.0,7.67
20121007:0110,0.0,0.0,7.19
20121007:0210,0.0,0.0,6.71
20121007:0310,0.0,0.0,6.23
20121007:0410,0.0,0.0,5.76
20121007:0510,0.0,0.0,5.3
20121007:0610,0.0,0.0,4.84
20121007:0710,159.66,202.31,6.57
20121007:0810,409.96,487.59,8.3
20121007:0910,435.74,522.58,10.03
20121007:1010,672.66,841.63,11.3
20121007:1110,674.38,858.51,12.58
20121007:1210,521.44,655.5,13.86
20121007:1310,418.95,517.06,13.65
20121007:1410,215.5,268.92,13.44
20121007:1510,192.65,242.73,13.23
20121007:1610,41.35,65.3,12.17
20121007:1710,0.0,0.0,11.11
20121007:1810,0.0,0.0,10.06
20121007:1910,0.0,0.0,9.85
20121007:2010,0.0,0.0,9.64
20121007:2110,0.0,0.0,9.43
20121007:2210,0.0,0.0,9.78
20121007:2310,0.0,0.0,10.13
20121008:0010,0.0,0.0,10.48
20121008:0110,0.0,0.0,10.5
20121008:0210,0.0,0.0,10.53
20121008:0310,0.0,0.0,10.56
20121008:0410,0.0,0.0,10.51
20121008:0510,0.0,0.0,10.45
20121008:0610,0.0,0.0,10.4
20121008:0710,8.22,20.64,10.72
20121008:0810,10.62,24.23,11.05
20121008:0910,14.38,29.62,11.37
20121008:1010,20.3,37.7,11.71
20121008:1110,23.67,42.19,12.05
20121008:1210,23.63,42.19,12.4
20121008:1310,29.85,50.26,12.8
20121008:1410,20.81,38.6,13.2
20121008:1510,12.31,26.93,13.6
20121008:1610,25.55,45.04,13.35
20121008:1710,0.0,0.0,13.09
20121008:1810,0.0,0.0,12.83
20121008:1910,0.0,0.0,12.49
20121008:2010,0.0,0.0,12.15
20121008:2110,0.0,0.0,11.81
20121008:2210,0.0,0.0,11.49
20121008:2310,0.0,0.0,11.17
20121009:0010,0.0,0.0,10.85
20121009:0110,0.0,0.0,10.64
20121009:0210,0.0,0.0,10.43
20121009:0310,0.0,0.0,10.23
20121009:0410,0.0,0.0,10.06
20121009:0510,0.0,0.0,9.9
20121009:0610,0.0,0.0,9.73
20121009:0710,69.32,98.35,10.01
20121009:0810,393.17,465.44,10.29
20121009:0910,569.13,674.89,10.57
20121009:1010,508.03,604.42,11.07
20121009:1110,409.84,489.56,11.57
20121009:1210,536.05,646.46,12.08
20121009:1310,95.31,128.35,12.0
20121009:1410,94.03,126.77,11.93
20121009:1510,113.32,148.9,11.85
20121009:1610,33.77,55.53,11.46
20121009:1710,0.0,0.0,11.07
20121009:1810,0.0,0.0,10.68
20121009:1910,0.0,0.0,10.46
20121009:2010,0.0,0.0,10.24
20121009:2110,0.0,0.0,10.02
20121009:2210,0.0,0.0,10.01
20121009:2310,0.0,0.0,10.0
20121010:0010,0.0,0.0,9.99
20121010:0110,0.0,0.0,9.87
20121010:0210,0.0,0.0,9.75
20121010:0310,0.0,0.0,9.63
20121010:0410,0.0,0.0,9.4
20121010:0510,0.0,0.0,9.18
20121010:0610,0.0,0.0,8.95
20121010:0710,163.67,209.81,9.72
20121010:0810,412.96,493.75,10.5
20121010:0910,570.7,689.58,11.27
20121010:1010,663.5,815.8,12.12
20121010:1110,705.27,877.69,12.97
20121010:1210,309.43,377.76,13.82
20121010:1310,134.35,174.66,13.77
20121010:1410,73.12,103.22,13.72
20121010:1510,96.38,130.42,13.68
20121010:1610,52.37,80.41,13.0
20121010:1710,0.0,0.0,12.32
20121010:1810,0.0,0.0,11.65
20121010:1910,0.0,0.0,11.36
20121010:2010,0.0,0.0,11.08
20121010:2110,0.0,0.0,10.8
20121010:2210,0.0,0.0,10.91
20121010:2310,0.0,0.0,11.02
20121011:0010,0.0,0.0,11.14
20121011:0110,0.0,0.0,11.01
20121011:0210,0.0,0.0,10.89
20121011:0310,0.0,0.0,10.77
20121011:0410,0.0,0.0,11.04
20121011:0510,0.0,0.0,11.32
20121011:0610,0.0,0.0,11.59
20121011:0710,24.59,43.58,12.21
20121011:0810,18.19,35.01,12.82
20121011:0910,16.16,32.31,13.44
20121011:1010,24.83,43.98,13.95
20121011:1110,36.02,58.34,14.46
20121011:1210,30.26,51.16,14.97
20121011:1310,35.94,58.34,14.85
20121011:1410,95.7,129.78,14.73
20121011:1510,162.59,207.06,14.61
20121011:1610,46.26,73.02,14.51
20121011:1710,0.0,0.0,14.4
20121011:1810,0.0,0.0,14.29
20121011:1910,0.0,0.0,14.15
20121011:2010,0.0,0.0,14.02
20121011:2110,0.0,0.0,13.89
20121011:2210,0.0,0.0,13.4
20121011:2310,0.0,0.0,12.92
20121012:0010,0.0,0.0,12.44
20121012:0110,0.0,0.0,11.75
20121012:0210,0.0,0.0,11.07
20121012:0310,0.0,0.0,10.39
20121012:0410,0.0,0.0,9.95
20121012:0510,0.0,0.0,9.52
20121012:0610,0.0,0.0,9.09
20121012:0710,22.34,40.2,9.39
20121012:0810,113.24,146.02,9.7
20121012:0910,572.18,663.51,10.0
20121012:1010,690.2,808.33,10.82
20121012:1110,809.45,959.39,11.65
20121012:1210,766.76,909.02,12.48
20121012:1310,636.01,747.77,12.03
20121012:1410,302.32,358.97,11.58
20121012:1510,341.76,407.95,11.12
20121012:1610,129.56,180.07,10.4
20121012:1710,0.0,0.0,9.68
20121012:1810,0.0,0.0,8.96
20121012:1910,0.0,0.0,8.65
20121012:2010,0.0,0.0,8.34
20121012:2110,0.0,0.0,8.02
20121012:2210,0.0,0.0,8.2
20121012:2310,0.0,0.0,8.37
20121013:0010,0.0,0.0,8.54
20121013:0110,0.0,0.0,8.28
20121013:0210,0.0,0.0,8.03
20121013:0310,0.0,0.0,7.78
20121013:0410,0.0,0.0,7.66
20121013:0510,0.0,0.0,7.55
20121013:0610,0.0,0.0,7.44
20121013:0710,17.59,33.69,7.76
20121013:0810,365.68,432.73,8.09
20121013:0910,386.01,456.63,8.41
20121013:1010,358.16,424.21,8.85
20121013:1110,566.29,674.28,9.29
20121013:1210,451.55,533.65,9.73
20121013:1310,49.38,73.6,10.05
20121013:1410,180.01,222.32,10.37
20121013:1510,143.66,182.37,10.69
20121013:1610,67.04,99.14,9.73
20121013:1710,0.0,0.0,8.76
20121013:1810,0.0,0.0,7.8
20121013:1910,0.0,0.0,7.08
20121013:2010,0.0,0.0,6.36
20121013:2110,0.0,0.0,5.64
20121013:2210,0.0,0.0,4.97
20121013:2310,0.0,0.0,4.29
20121014:0010,0.0,0.0,3.61
20121014:0110,0.0,0.0,3.19
20121014:0210,0.0,0.0,2.78
20121014:0310,0.0,0.0,2.37
20121014:0410,0.0,0.0,1.96
20121014:0510,0.0,0.0,1.55
20121014:0610,0.0,0.0,1.14
20121014:0710,127.9,163.25,2.88
20121014:0810,391.97,456.34,4.61
20121014:0910,575.08,679.31,6.35
20121014:1010,673.44,805.61,7.7
20121014:1110,743.95,899.01,9.05
20121014:1210,589.23,701.6,10.41
20121014:1310,329.91,391.63,10.48
20121014:1410,311.02,369.54,10.56
20121014:1510,192.65,237.77,10.64
20121014:1610,41.03,65.45,9.69
20121014:1710,0.0,0.0,8.75
20121014:1810,0.0,0.0,7.81
20121014:1910,0.0,0.0,7.17
20121014:2010,0.0,0.0,6.53
20121014:2110,0.0,0.0,5.89
20121014:2210,0.0,0.0,5.31
20121014:2310,0.0,0.0,4.72
20121015:0010,0.0,0.0,4.13
20121015:0110,0.0,0.0,3.62
20121015:0210,0.0,0.0,3.11
20121015:0310,0.0,0.0,2.6
20121015:0410,0.0,0.0,2.97
20121015:0510,0.0,0.0,3.35
20121015:0610,0.0,0.0,3.72
20121015:0710,35.17,55.97,5.52
20121015:0810,118.08,150.41,7.33
20121015:0910,32.59,52.96,9.13
20121015:1010,429.19,502.08,10.04
20121015:1110,251.99,302.53,10.95
20121015:1210,43.85,67.32,11.86
20121015:1310,81.07,111.3,11.86
20121015:1410,121.51,157.24,11.87
20121015:1510,91.95,123.83,11.88
20121015:1610,79.24,116.54,11.39
20121015:1710,0.0,0.0,10.9
20121015:1810,0.0,0.0,10.41
20121015:1910,0.0,0.0,10.63
20121015:2010,0.0,0.0,10.85
20121015:2110,0.0,0.0,11.07
20121015:2210,0.0,0.0,11.3
20121015:2310,0.0,0.0,11.53
20121016:0010,0.0,0.0,11.76
20121016:0110,0.0,0.0,11.24
20121016:0210,0.0,0.0,10.72
20121016:0310,0.0,0.0,10.2
20121016:0410,0.0,0.0,9.62
20121016:0510,0.0,0.0,9.05
20121016:0610,0.0,0.0,8.47
20121016:0710,5.42,16.16,9.23
20121016:0810,371.7,433.47,9.98
20121016:0910,527.87,612.1,10.74
20121016:1010,619.66,723.26,11.66
20121016:1110,677.91,796.47,12.58
20121016:1210,505.0,592.87,13.51
20121016:1310,554.64,651.99,13.49
20121016:1410,359.24,425.93,13.48
20121016:1510,325.56,393.29,13.47
20121016:1610,100.66,145.85,12.31
20121016:1710,0.0,0.0,11.15
20121016:1810,0.0,0.0,10.0
20121016:1910,0.0,0.0,9.59
20121016:2010,0.0,0.0,9.18
20121016:2110,0.0,0.0,8.77
20121016:2210,0.0,0.0,9.37
20121016:2310,0.0,0.0,9.96
20121017:0010,0.0,0.0,10.55
20121017:0110,0.0,0.0,10.48
20121017:0210,0.0,0.0,10.41
20121017:0310,0.0,0.0,10.35
20121017:0410,0.0,0.0,10.96
20121017:0510,0.0,0.0,11.58
20121017:0610,0.0,0.0,12.19
20121017:0710,19.08,36.38,12.31
20121017:0810,357.99,423.45,12.43
20121017:0910,538.43,634.04,12.55
20121017:1010,550.81,651.94,13.42
20121017:1110,444.77,528.46,14.29
20121017:1210,657.36,788.14,15.17
20121017:1310,611.26,729.31,14.88
20121017:1410,539.62,641.45,14.59
20121017:1510,81.39,112.75,14.3
20121017:1610,1.37,8.98,13.63
20121017:1710,0.0,0.0,12.96
20121017:1810,0.0,0.0,12.3
20121017:1910,0.0,0.0,12.02
20121017:2010,0.0,0.0,11.74
20121017:2110,0.0,0.0,11.45
20121017:2210,0.0,0.0,11.64
20121017:2310,0.0,0.0,11.83
20121018:0010,0.0,0.0,12.02
20121018:0110,0.0,0.0,12.03
20121018:0210,0.0,0.0,12.04
20121018:0310,0.0,0.0,12.05
20121018:0410,0.0,0.0,11.83
20121018:0510,0.0,0.0,11.62
20121018:0610,0.0,0.0,11.4
20121018:0710,106.19,143.61,11.75
20121018:0810,40.42,63.19,12.09
20121018:0910,31.35,52.06,12.44
20121018:1010,65.99,94.25,13.04
20121018:1110,29.05,49.37,13.64
20121018:1210,182.25,228.3,14.24
20121018:1310,492.54,586.56,14.16
20121018:1410,188.53,234.54,14.08
20121018:1510,85.16,117.11,13.99
20121018:1610,78.51,118.09,13.53
20121018:1710,0.0,0.0,13.06
20121018:1810,0.0,0.0,12.59
20121018:1910,0.0,0.0,12.4
20121018:2010,0.0,0.0,12.21
20121018:2110,0.0,0.0,12.02
20121018:2210,0.0,0.0,11.94
20121018:2310,0.0,0.0,11.86
20121019:0010,0.0,0.0,11.78
20121019:0110,0.0,0.0,11.36
20121019:0210,0.0,0.0,10.95
20121019:0310,0.0,0.0,10.54
20121019:0410,0.0,0.0,10.43
20121019:0510,0.0,0.0,10.32
20121019:0610,0.0,0.0,10.21
20121019:0710,119.31,159.34,10.64
20121019:0810,285.69,344.56,11.06
20121019:0910,104.69,138.51,11.49
20121019:1010,59.28,86.17,12.11
20121019:1110,19.51,36.8,12.73
20121019:1210,27.64,47.57,13.36
20121019:1310,16.83,33.21,13.06
20121019:1410,27.73,47.57,12.76
20121019:1510,13.65,28.72,12.47
20121019:1610,0.59,7.18,12.38
20121019:1710,0.0,0.0,12.29
20121019:1810,0.0,0.0,12.21
20121019:1910,0.0,0.0,11.93
20121019:2010,0.0,0.0,11.66
20121019:2110,0.0,0.0,11.39
20121019:2210,0.0,0.0,11.34
20121019:2310,0.0,0.0,11.29
20121020:0010,0.0,0.0,11.24
20121020:0110,0.0,0.0,10.78
20121020:0210,0.0,0.0,10.32
20121020:0310,0.0,0.0,9.87
20121020:0410,0.0,0.0,9.64
20121020:0510,0.0,0.0,9.4
20121020:0610,0.0,0.0,9.17
20121020:0710,11.13,25.05,9.92
20121020:0810,49.46,73.83,10.67
20121020:0910,49.73,74.5,11.42
20121020:1010,240.81,293.94,12.04
20121020:1110,217.11,268.35,12.67
20121020:1210,501.93,612.36,13.3
20121020:1310,63.34,91.55,13.31
20121020:1410,49.16,74.5,13.32
20121020:1510,36.78,59.24,13.34
20121020:1610,0.59,7.18,12.56
20121020:1710,0.0,0.0,11.78
20121020:1810,0.0,0.0,11.0
20121020:1910,0.0,0.0,10.76
20121020:2010,0.0,0.0,10.53
20121020:2110,0.0,0.0,10.3
20121020:2210,0.0,0.0,10.41
20121020:2310,0.0,0.0,10.53
20121021:0010,0.0,0.0,10.65
20121021:0110,0.0,0.0,10.31
20121021:0210,0.0,0.0,9.97
20121021:0310,0.0,0.0,9.63
20121021:0410,0.0,0.0,9.53
20121021:0510,0.0,0.0,9.43
20121021:0610,0.0,0.0,9.33
20121021:0710,54.76,81.49,9.57
20121021:0810,41.79,64.32,9.82
20121021:0910,23.92,42.19,10.06
20121021:1010,36.71,58.34,10.51
20121021:1110,25.21,43.98,10.97
20121021:1210,31.51,52.06,11.43
20121021:1310,20.35,37.7,11.37
20121021:1410,16.35,32.31,11.31
20121021:1510,13.75,28.72,11.26
20121021:1610,9.39,22.44,11.16
20121021:1710,0.0,0.0,11.06
20121021:1810,0.0,0.0,10.97
20121021:1910,0.0,0.0,11.06
20121021:2010,0.0,0.0,11.16
20121021:2110,0.0,0.0,11.26
20121021:2210,0.0,0.0,11.43
20121021:2310,0.0,0.0,11.61
20121022:0010,0.0,0.0,11.79
20121022:0110,0.0,0.0,11.9
20121022:0210,0.0,0.0,12.02
20121022:0310,0.0,0.0,12.14
20121022:0410,0.0,0.0,12.03
20121022:0510,0.0,0.0,11.93
20121022:0610,0.0,0.0,11.83
20121022:0710,0.59,7.18,12.57
20121022:0810,46.89,71.41,13.3
20121022:0910,9.83,23.34,14.04
20121022:1010,40.17,63.73,15.01
20121022:1110,17.87,35.01,15.98
20121022:1210,26.46,46.67,16.96
20121022:1310,34.1,56.55,16.87
20121022:1410,26.47,46.67,16.79
20121022:1510,35.53,58.34,16.7
20121022:1610,7.98,20.64,15.77
20121022:1710,0.0,0.0,14.84
20121022:1810,0.0,0.0,13.91
20121022:1910,0.0,0.0,13.6
20121022:2010,0.0,0.0,13.29
20121022:2110,0.0,0.0,12.98
20121022:2210,0.0,0.0,12.9
20121022:2310,0.0,0.0,12.83
20121023:0010,0.0,0.0,12.76
20121023:0110,0.0,0.0,12.64
20121023:0210,0.0,0.0,12.52
20121023:0310,0.0,0.0,12.41
20121023:0410,0.0,0.0,12.33
20121023:0510,0.0,0.0,12.26
20121023:0610,0.0,0.0,12.18
20121023:0710,0.23,6.28,12.73
20121023:0810,27.64,47.57,13.29
20121023:0910,25.49,44.88,13.84
20121023:1010,39.48,62.83,14.6
20121023:1110,28.73,49.37,15.36
20121023:1210,31.4,52.96,16.12
20121023:1310,67.21,96.94,15.56
20121023:1410,22.62,41.29,15.01
20121023:1510,41.61,65.39,14.45
20121023:1610,4.2,14.36,14.07
20121023:1710,0.0,0.0,13.68
20121023:1810,0.0,0.0,13.3
20121023:1910,0.0,0.0,13.08
20121023:2010,0.0,0.0,12.86
20121023:2110,0.0,0.0,12.65
20121023:2210,0.0,0.0,12.57
20121023:2310,0.0,0.0,12.49
20121024:0010,0.0,0.0,12.41
20121024:0110,0.0,0.0,12.26
20121024:0210,0.0,0.0,12.11
20121024:0310,0.0,0.0,11.97
20121024:0410,0.0,0.0,11.93
20121024:0510,0.0,0.0,11.9
20121024:0610,0.0,0.0,11.86
20121024:0710,1.82,9.87,12.34
20121024:0810,17.53,34.11,12.82
20121024:0910,35.51,57.44,13.3
20121024:1010,14.19,29.62,13.89
20121024:1110,80.73,112.2,14.49
20121024:1210,26.75,46.67,15.09
20121024:1310,218.02,269.08,14.97
20121024:1410,280.13,339.99,14.85
20121024:1510,195.24,245.81,14.73
20121024:1610,4.73,15.26,14.0
20121024:1710,0.0,0.0,13.27
20121024:1810,0.0,0.0,12.54
20121024:1910,0.0,0.0,12.21
20121024:2010,0.0,0.0,11.88
20121024:2110,0.0,0.0,11.56
20121024:2210,0.0,0.0,11.66
20121024:2310,0.0,0.0,11.76
20121025:0010,0.0,0.0,11.86
20121025:0110,0.0,0.0,11.83
20121025:0210,0.0,0.0,11.8
20121025:0310,0.0,0.0,11.78
20121025:0410,0.0,0.0,11.72
20121025:0510,0.0,0.0,11.65
20121025:0610,0.0,0.0,11.59
20121025:0710,0.0,4.49,11.95
20121025:0810,29.24,49.37,12.3
20121025:0910,20.21,37.7,12.66
20121025:1010,36.99,59.24,13.06
20121025:1110,36.2,58.34,13.46
20121025:1210,39.74,62.83,13.86
20121025:1310,56.05,82.58,13.6
20121025:1410,42.77,66.42,13.35
20121025:1510,135.93,175.28,13.1
20121025:1610,9.66,23.44,12.33
20121025:1710,0.0,0.0,11.56
20121025:1810,0.0,0.0,10.79
20121025:1910,0.0,0.0,10.26
20121025:2010,0.0,0.0,9.73
20121025:2110,0.0,0.0,9.19
20121025:2210,0.0,0.0,9.27
20121025:2310,0.0,0.0,9.34
20121026:0010,0.0,0.0,9.41
20121026:0110,0.0,0.0,9.2
20121026:0210,0.0,0.0,8.99
20121026:0310,0.0,0.0,8.78
20121026:0410,0.0,0.0,8.64
20121026:0510,0.0,0.0,8.51
20121026:0610,0.0,0.0,8.37
20121026:0710,1.44,8.98,8.35
20121026:0810,11.41,25.13,8.32
20121026:0910,8.94,21.54,8.3
20121026:1010,27.69,46.67,8.41
20121026:1110,17.26,33.21,8.52
20121026:1210,17.25,33.21,8.63
20121026:1310,14.61,29.62,8.46
20121026:1410,23.46,41.29,8.29
20121026:1510,3.84,13.46,8.12
20121026:1610,1.45,8.98,7.63
20121026:1710,0.0,0.0,7.13
20121026:1810,0.0,0.0,6.64
20121026:1910,0.0,0.0,5.97
20121026:2010,0.0,0.0,5.31
20121026:2110,0.0,0.0,4.64
20121026:2210,0.0,0.0,4.11
20121026:2310,0.0,0.0,3.57
20121027:0010,0.0,0.0,3.04
20121027:0110,0.0,0.0,2.62
20121027:0210,0.0,0.0,2.2
20121027:0310,0.0,0.0,1.79
20121027:0410,0.0,0.0,1.86
20121027:0510,0.0,0.0,1.92
20121027:0610,0.0,0.0,1.99
20121027:0710,14.86,29.89,2.76
20121027:0810,299.64,343.0,3.53
20121027:0910,498.78,563.11,4.3
20121027:1010,566.22,641.35,5.28
20121027:1110,58.95,83.47,6.27
20121027:1210,35.91,56.55,7.26
20121027:1310,402.86,460.11,7.05
20121027:1410,71.11,97.5,6.84
20121027:1510,71.3,97.84,6.64
20121027:1610,23.82,44.92,6.21
20121027:1710,0.0,0.0,5.78
20121027:1810,0.0,0.0,5.36
20121027:1910,0.0,0.0,4.94
20121027:2010,0.0,0.0,4.53
20121027:2110,0.0,0.0,4.11
20121027:2210,0.0,0.0,3.68
20121027:2310,0.0,0.0,3.24
20121028:0010,0.0,0.0,2.81
20121028:0110,0.0,0.0,2.25
20121028:0210,0.0,0.0,1.7
20121028:0310,0.0,0.0,1.15
20121028:0410,0.0,0.0,1.5
20121028:0510,0.0,0.0,1.86
20121028:0610,0.0,0.0,2.22
20121028:0710,7.06,18.68,3.13
20121028:0810,74.93,100.5,4.03
20121028:0910,55.3,78.99,4.94
20121028:1010,71.57,97.84,5.53
20121028:1110,135.49,169.17,6.12
20121028:1210,63.41,88.86,6.71
20121028:1310,250.69,295.62,7.26
20121028:1410,121.91,154.92,7.81
20121028:1510,37.24,58.51,8.35
20121028:1610,1.44,8.98,8.17
20121028:1710,0.0,0.0,7.98
20121028:1810,0.0,0.0,7.8
20121028:1910,0.0,0.0,7.68
20121028:2010,0.0,0.0,7.57
20121028:2110,0.0,0.0,7.45
20121028:2210,0.0,0.0,7.57
20121028:2310,0.0,0.0,7.68
20121029:0010,0.0,0.0,7.79
20121029:0110,0.0,0.0,7.62
20121029:0210,0.0,0.0,7.46
20121029:0310,0.0,0.0,7.3
20121029:0410,0.0,0.0,7.42
20121029:0510,0.0,0.0,7.54
20121029:0610,0.0,0.0,7.66
20121029:0710,0.26,6.28,8.17
20121029:0810,20.63,37.7,8.67
20121029:0910,122.53,156.15,9.18
20121029:1010,407.52,475.03,9.64
20121029:1110,706.16,832.01,10.11
20121029:1210,100.95,133.39,10.58
20121029:1310,72.18,100.53,10.61
20121029:1410,19.74,36.8,10.64
20121029:1510,140.81,179.81,10.66
20121029:1610,2.31,10.77,10.15
20121029:1710,0.0,0.0,9.64
20121029:1810,0.0,0.0,9.13
20121029:1910,0.0,0.0,8.69
20121029:2010,0.0,0.0,8.25
20121029:2110,0.0,0.0,7.82
20121029:2210,0.0,0.0,7.47
20121029:2310,0.0,0.0,7.12
20121030:0010,0.0,0.0,6.78
20121030:0110,0.0,0.0,6.32
20121030:0210,0.0,0.0,5.87
20121030:0310,0.0,0.0,5.42
20121030:0410,0.0,0.0,5.37
20121030:0510,0.0,0.0,5.32
20121030:0610,0.0,0.0,5.27
20121030:0710,0.0,0.0,5.63
20121030:0810,199.88,239.47,5.99
20121030:0910,424.01,491.4,6.35
20121030:1010,512.47,596.05,6.69
20121030:1110,638.22,749.84,7.04
20121030:1210,437.4,508.66,7.39
20121030:1310,335.8,393.26,8.05
20121030:1410,306.04,361.02,8.72
20121030:1510,67.06,94.31,9.39
20121030:1610,5.92,17.68,8.43
20121030:1710,0.0,0.0,7.48
20121030:1810,0.0,0.0,6.53
20121030:1910,0.0,0.0,6.29
20121030:2010,0.0,0.0,6.05
20121030:2110,0.0,0.0,5.82
20121030:2210,0.0,0.0,5.92
20121030:2310,0.0,0.0,6.03
20121031:0010,0.0,0.0,6.14
20121031:0110,0.0,0.0,6.47
20121031:0210,0.0,0.0,6.8
20121031:0310,0.0,0.0,7.14
20121031:0410,0.0,0.0,7.25
20121031:0510,0.0,0.0,7.37
20121031:0610,0.0,0.0,7.48
20121031:0710,0.0,0.0,8.13
20121031:0810,22.0,39.49,8.78
20121031:0910,56.11,81.23,9.43
20121031:1010,466.6,540.86,9.86
20121031:1110,86.47,116.61,10.29
20121031:1210,216.64,260.85,10.72
20121031:1310,155.72,193.69,10.61
20121031:1410,35.33,56.55,10.5
20121031:1510,13.18,27.82,10.39
20121031:1610,0.24,6.28,10.09
20121031:1710,0.0,0.0,9.79
20121031:1810,0.0,0.0,9.49
20121031:1910,0.0,0.0,9.54
20121031:2010,0.0,0.0,9.6
20121031:2110,0.0,0.0,9.65
20121031:2210,0.0,0.0,9.85
20121031:2310,0.0,0.0,10.05
