time,irradiance,temp,wind
20130622:1210,1013.37,23.11,1.9
20130622:1310,940.77,23.86,1.88
20130622:1410,785.86,24.61,1.86
20130622:1510,601.12,25.36,1.83
20130622:1610,364.43,24.86,1.54
20130622:1710,143.3,24.36,1.24
20130622:1810,51.07,23.86,0.94
20130622:1910,0.0,22.36,0.85
20130622:2010,0.0,20.86,0.76
20130622:2110,0.0,19.36,0.68
20130622:2210,0.0,18.91,0.54
20130622:2310,0.0,18.46,0.4
20130623:0010,0.0,18.01,0.26
20130623:0110,0.0,17.63,0.57
20130623:0210,0.0,17.24,0.88
20130623:0310,0.0,16.85,1.19
20130623:0410,0.0,17.0,1.15
20130623:0510,55.16,17.15,1.11
20130623:0610,60.82,17.3,1.08
20130623:0710,221.24,17.89,1.56
20130623:0810,152.98,18.48,2.04
20130623:0910,296.52,19.07,2.52
20130623:1010,289.81,19.6,2.57
20130623:1110,855.19,20.13,2.63
20130623:1210,901.29,20.65,2.68
20130623:1310,881.97,20.9,2.9
20130623:1410,376.27,21.15,3.12
20130623:1510,507.88,21.4,3.34
20130623:1610,329.36,20.6,3.04
20130623:1710,85.7,19.8,2.74
20130623:1810,51.94,19.0,2.44
20130623:1910,0.0,18.12,2.26
20130623:2010,0.0,17.25,2.07
20130623:2110,0.0,16.37,1.89
20130623:2210,0.0,15.93,1.98
20130623:2310,0.0,15.49,2.06
20130624:0010,0.0,15.04,2.15
20130624:0110,0.0,14.53,2.1
20130624:0210,0.0,14.01,2.04
20130624:0310,0.0,13.49,1.99
20130624:0410,0.0,13.26,2.29
20130624:0510,30.41,13.03,2.58
20130624:0610,130.05,12.8,2.88
20130624:0710,109.66,13.36,2.82
20130624:0810,247.92,13.93,2.76
20130624:0910,849.18,14.5,2.7
20130624:1010,318.39,15.44,3.29
20130624:1110,346.54,16.39,3.88
20130624:1210,708.79,17.33,4.47
20130624:1310,610.79,17.5,4.21
20130624:1410,533.56,17.67,3.94
20130624:1510,480.9,17.84,3.68
20130624:1610,283.03,17.41,3.29
20130624:1710,116.2,16.99,2.9
20130624:1810,58.0,16.56,2.51
20130624:1910,0.0,15.96,2.26
20130624:2010,0.0,15.36,2.01
20130624:2110,0.0,14.76,1.77
20130624:2210,0.0,14.65,1.83
20130624:2310,0.0,14.54,1.89
20130625:0010,0.0,14.42,1.96
20130625:0110,0.0,13.76,1.9
20130625:0210,0.0,13.09,1.84
20130625:0310,0.0,12.42,1.78
20130625:0410,0.0,12.5,2.11
20130625:0510,69.3,12.58,2.44
20130625:0610,148.59,12.66,2.77
20130625:0710,329.71,13.74,3.18
20130625:0810,659.27,14.83,3.58
20130625:0910,770.3,15.92,3.99
20130625:1010,875.04,17.06,4.0
20130625:1110,963.31,18.2,4.01
20130625:1210,540.55,19.34,4.03
20130625:1310,479.41,19.44,4.11
20130625:1410,616.31,19.53,4.18
20130625:1510,431.16,19.62,4.26
20130625:1610,339.54,18.83,3.83
20130625:1710,163.25,18.05,3.4
20130625:1810,59.73,17.26,2.97
20130625:1910,0.0,16.43,2.61
20130625:2010,0.0,15.6,2.25
20130625:2110,0.0,14.77,1.89
20130625:2210,0.0,14.5,2.04
20130625:2310,0.0,14.23,2.19
20130626:0010,0.0,13.96,2.34
20130626:0110,0.0,13.53,2.3
20130626:0210,0.0,13.1,2.26
20130626:0310,0.0,12.67,2.22
20130626:0410,0.0,12.74,2.06
20130626:0510,68.38,12.82,1.9
20130626:0610,227.61,12.9,1.74
20130626:0710,414.9,14.28,2.24
20130626:0810,632.61,15.67,2.74
20130626:0910,809.91,17.06,3.24
20130626:1010,944.8,18.19,3.36
20130626:1110,1005.55,19.32,3.48
20130626:1210,932.3,20.45,3.6
20130626:1310,795.75,20.85,3.69
20130626:1410,556.88,21.24,3.78
20130626:1510,567.28,21.63,3.88
20130626:1610,356.08,20.96,3.31
20130626:1710,158.24,20.28,2.74
20130626:1810,67.52,19.61,2.17
20130626:1910,0.0,18.53,2.33
20130626:2010,0.0,17.44,2.49
20130626:2110,0.0,16.36,2.65
20130626:2210,0.0,15.91,2.37
20130626:2310,0.0,15.46,2.1
20130627:0010,0.0,15.0,1.82
20130627:0110,0.0,14.25,1.52
20130627:0210,0.0,13.5,1.21
20130627:0310,0.0,12.75,0.91
20130627:0410,0.0,13.01,0.96
20130627:0510,60.59,13.27,1.0
20130627:0610,142.09,13.53,1.05
20130627:0710,171.4,14.88,1.43
20130627:0810,213.13,16.23,1.8
20130627:0910,261.38,17.58,2.18
20130627:1010,490.85,18.4,2.35
20130627:1110,305.71,19.22,2.52
20130627:1210,895.42,20.04,2.69
20130627:1310,829.66,20.28,3.04
20130627:1410,765.99,20.51,3.39
20130627:1510,529.71,20.74,3.74
20130627:1610,281.21,19.86,3.41
20130627:1710,164.93,18.99,3.09
20130627:1810,51.07,18.11,2.76
20130627:1910,0.0,17.2,2.54
20130627:2010,0.0,16.3,2.32
20130627:2110,0.0,15.39,2.1
20130627:2210,0.0,15.12,1.98
20130627:2310,0.0,14.85,1.86
20130628:0010,0.0,14.58,1.74
20130628:0110,0.0,14.3,1.64
20130628:0210,0.0,14.01,1.54
20130628:0310,0.0,13.73,1.43
20130628:0410,0.0,13.71,1.32
20130628:0510,67.52,13.7,1.21
20130628:0610,181.67,13.69,1.1
20130628:0710,345.34,14.48,1.62
20130628:0810,270.93,15.28,2.14
20130628:0910,508.61,16.08,2.66
20130628:1010,885.68,16.43,2.76
20130628:1110,579.72,16.78,2.86
20130628:1210,839.09,17.12,2.95
20130628:1310,785.1,17.24,3.08
20130628:1410,289.12,17.36,3.21
20130628:1510,376.16,17.47,3.34
20130628:1610,241.37,17.1,3.1
20130628:1710,164.18,16.74,2.86
20130628:1810,35.49,16.37,2.62
20130628:1910,0.0,15.9,2.25
20130628:2010,0.0,15.44,1.88
20130628:2110,0.0,14.97,1.5
20130628:2210,0.0,14.92,1.42
20130628:2310,0.0,14.87,1.34
20130629:0010,0.0,14.82,1.26
20130629:0110,0.0,14.6,1.25
20130629:0210,0.0,14.37,1.24
20130629:0310,0.0,14.15,1.23
20130629:0410,0.0,14.31,0.91
20130629:0510,38.95,14.47,0.6
20130629:0610,99.24,14.64,0.29
20130629:0710,77.41,15.58,0.4
20130629:0810,145.6,16.53,0.51
20130629:0910,196.29,17.48,0.62
20130629:1010,166.8,18.03,0.59
20130629:1110,176.02,18.58,0.56
20130629:1210,165.88,19.12,0.52
20130629:1310,149.29,19.01,0.95
20130629:1410,148.37,18.9,1.38
20130629:1510,118.88,18.79,1.81
20130629:1610,140.07,18.39,1.98
20130629:1710,78.33,17.98,2.16
20130629:1810,46.74,17.58,2.33
20130629:1910,0.0,17.1,2.27
20130629:2010,0.0,16.61,2.2
20130629:2110,0.0,16.13,2.14
20130629:2210,0.0,16.1,1.88
20130629:2310,0.0,16.06,1.62
20130630:0010,0.0,16.02,1.37
20130630:0110,0.0,15.61,1.62
20130630:0210,0.0,15.19,1.88
20130630:0310,0.0,14.77,2.14
20130630:0410,0.0,14.82,2.17
20130630:0510,20.78,14.88,2.19
20130630:0610,133.12,14.94,2.22
20130630:0710,364.56,16.16,2.18
20130630:0810,595.27,17.39,2.14
20130630:0910,655.3,18.62,2.1
20130630:1010,541.34,19.88,2.23
20130630:1110,841.17,21.15,2.35
20130630:1210,793.26,22.41,2.48
20130630:1310,704.78,22.98,2.54
20130630:1410,609.34,23.55,2.59
20130630:1510,578.35,24.11,2.65
20130630:1610,366.17,23.56,2.27
20130630:1710,157.27,23.02,1.89
20130630:1810,51.94,22.47,1.5
20130630:1910,0.0,21.21,1.6
20130630:2010,0.0,19.95,1.71
20130630:2110,0.0,18.69,1.81
20130630:2210,0.0,18.06,1.55
20130630:2310,0.0,17.43,1.29
20130701:0010,0.0,16.8,1.03
20130701:0110,0.0,15.86,0.92
20130701:0210,0.0,14.92,0.8
20130701:0310,0.0,13.98,0.69
20130701:0410,0.0,14.59,0.66
20130701:0510,51.07,15.21,0.63
20130701:0610,226.08,15.83,0.59
20130701:0710,450.68,18.11,0.52
20130701:0810,555.71,20.38,0.46
20130701:0910,684.78,22.65,0.39
20130701:1010,819.12,23.93,0.69
20130701:1110,904.3,25.21,0.98
20130701:1210,864.95,26.5,1.28
20130701:1310,762.25,26.92,1.27
20130701:1410,632.09,27.34,1.26
20130701:1510,487.03,27.76,1.24
20130701:1610,309.29,27.21,1.15
20130701:1710,135.06,26.66,1.06
20130701:1810,56.61,26.12,0.97
20130701:1910,2.68,24.67,0.94
20130701:2010,0.0,23.22,0.91
20130701:2110,0.0,21.77,0.88
20130701:2210,0.0,20.82,0.98
20130701:2310,0.0,19.86,1.08
20130702:0010,0.0,18.91,1.17
20130702:0110,0.0,18.46,1.31
20130702:0210,0.0,18.01,1.44
20130702:0310,0.0,17.57,1.57
20130702:0410,0.0,18.0,1.41
20130702:0510,45.45,18.44,1.25
20130702:0610,174.45,18.87,1.09
20130702:0710,352.26,20.68,1.19
20130702:0810,520.84,22.48,1.29
20130702:0910,643.09,24.29,1.39
20130702:1010,770.75,25.31,1.65
20130702:1110,842.64,26.34,1.9
20130702:1210,788.23,27.37,2.15
20130702:1310,687.51,27.2,2.23
20130702:1410,563.46,27.03,2.3
20130702:1510,431.77,26.87,2.37
20130702:1610,281.4,26.12,1.99
20130702:1710,131.27,25.37,1.6
20130702:1810,52.67,24.62,1.21
20130702:1910,2.81,23.62,1.61
20130702:2010,0.0,22.62,2.01
20130702:2110,0.0,21.62,2.41
20130702:2210,0.0,21.2,2.3
20130702:2310,0.0,20.79,2.18
20130703:0010,0.0,20.37,2.07
20130703:0110,0.0,19.81,2.01
20130703:0210,0.0,19.25,1.96
20130703:0310,0.0,18.7,1.9
20130703:0410,0.0,18.22,1.77
20130703:0510,45.84,17.74,1.65
20130703:0610,163.64,17.26,1.52
20130703:0710,316.77,17.48,1.34
20130703:0810,466.27,17.69,1.16
20130703:0910,604.02,17.91,0.98
20130703:1010,714.18,18.81,1.02
20130703:1110,797.28,19.71,1.06
20130703:1210,746.04,20.61,1.1
20130703:1310,668.32,21.35,1.05
20130703:1410,539.28,22.1,0.99
20130703:1510,409.05,22.85,0.94
20130703:1610,273.09,22.23,1.01
20130703:1710,126.63,21.62,1.09
20130703:1810,51.07,21.01,1.16
20130703:1910,1.99,20.37,1.1
20130703:2010,0.0,19.73,1.05
20130703:2110,0.0,19.08,0.99
20130703:2210,0.0,18.97,1.15
20130703:2310,0.0,18.85,1.31
20130704:0010,0.0,18.74,1.48
20130704:0110,0.0,18.49,1.59
20130704:0210,0.0,18.25,1.7
20130704:0310,0.0,18.01,1.81
20130704:0410,0.0,17.82,1.86
20130704:0510,48.69,17.64,1.92
20130704:0610,169.2,17.45,1.97
20130704:0710,320.54,18.12,2.29
20130704:0810,480.08,18.78,2.62
20130704:0910,633.91,19.44,2.94
20130704:1010,722.98,20.68,2.98
20130704:1110,786.37,21.92,3.03
20130704:1210,693.49,23.17,3.08
20130704:1310,672.02,23.64,3.12
20130704:1410,537.44,24.11,3.17
20130704:1510,410.02,24.59,3.21
20130704:1610,262.24,24.01,3.01
20130704:1710,125.95,23.43,2.8
20130704:1810,51.68,22.85,2.59
20130704:1910,1.95,21.84,2.2
20130704:2010,0.0,20.84,1.8
20130704:2110,0.0,19.83,1.41
20130704:2210,0.0,19.36,1.53
20130704:2310,0.0,18.9,1.66
20130705:0010,0.0,18.43,1.78
20130705:0110,0.0,17.95,1.67
20130705:0210,0.0,17.47,1.56
20130705:0310,0.0,16.99,1.45
20130705:0410,0.0,17.28,1.31
20130705:0510,49.6,17.58,1.18
20130705:0610,172.44,17.87,1.05
20130705:0710,323.61,19.55,1.26
20130705:0810,468.47,21.22,1.48
20130705:0910,611.44,22.9,1.7
20130705:1010,675.92,24.16,1.89
20130705:1110,777.56,25.42,2.09
20130705:1210,707.99,26.68,2.29
20130705:1310,694.59,27.08,2.41
20130705:1410,540.87,27.48,2.53
20130705:1510,412.76,27.88,2.65
20130705:1610,250.51,27.27,2.28
20130705:1710,128.09,26.66,1.9
20130705:1810,53.28,26.05,1.53
20130705:1910,1.9,24.68,1.61
20130705:2010,0.0,23.32,1.7
20130705:2110,0.0,21.95,1.78
20130705:2210,0.0,21.2,1.59
20130705:2310,0.0,20.45,1.39
20130706:0010,0.0,19.7,1.2
20130706:0110,0.0,18.96,0.88
20130706:0210,0.0,18.22,0.56
20130706:0310,0.0,17.48,0.23
20130706:0410,0.0,17.98,0.25
20130706:0510,48.13,18.48,0.26
20130706:0610,175.28,18.98,0.28
20130706:0710,339.9,21.05,0.56
20130706:0810,486.67,23.11,0.84
20130706:0910,624.92,25.18,1.12
20130706:1010,697.58,26.39,1.43
20130706:1110,770.88,27.61,1.75
20130706:1210,706.55,28.83,2.07
20130706:1310,713.64,29.18,2.15
20130706:1410,576.15,29.53,2.23
20130706:1510,440.77,29.88,2.32
20130706:1610,261.62,29.26,1.94
20130706:1710,133.56,28.64,1.56
20130706:1810,57.65,28.03,1.19
20130706:1910,2.68,26.54,1.22
20130706:2010,0.0,25.06,1.26
20130706:2110,0.0,23.57,1.3
20130706:2210,0.0,22.88,0.97
20130706:2310,0.0,22.19,0.65
20130707:0010,0.0,21.5,0.33
20130707:0110,0.0,20.67,0.36
20130707:0210,0.0,19.84,0.4
20130707:0310,0.0,19.01,0.43
20130707:0410,0.0,19.37,0.48
20130707:0510,48.56,19.73,0.53
20130707:0610,167.21,20.09,0.58
20130707:0710,319.91,22.09,0.8
20130707:0810,473.02,24.08,1.01
20130707:0910,601.84,26.07,1.23
20130707:1010,669.64,27.08,1.37
20130707:1110,726.73,28.1,1.5
20130707:1210,744.46,29.12,1.64
20130707:1310,711.34,29.54,1.59
20130707:1410,579.59,29.97,1.53
20130707:1510,458.84,30.4,1.48
20130707:1610,282.6,29.83,1.34
20130707:1710,136.23,29.26,1.2
20130707:1810,57.13,28.7,1.06
20130707:1910,2.47,27.37,1.01
20130707:2010,0.0,26.04,0.95
20130707:2110,0.0,24.7,0.9
20130707:2210,0.0,24.16,0.65
20130707:2310,0.0,23.63,0.4
20130708:0010,0.0,23.09,0.15
20130708:0110,0.0,21.92,0.29
20130708:0210,0.0,20.75,0.44
20130708:0310,0.0,19.58,0.58
20130708:0410,0.0,19.95,0.57
20130708:0510,48.65,20.32,0.56
20130708:0610,168.8,20.69,0.55
20130708:0710,319.41,22.54,0.71
20130708:0810,487.48,24.38,0.87
20130708:0910,610.32,26.23,1.03
20130708:1010,694.83,26.75,1.02
20130708:1110,733.75,27.27,1.0
20130708:1210,744.29,27.8,0.98
20130708:1310,731.16,28.48,0.99
20130708:1410,587.94,29.16,1.01
20130708:1510,465.38,29.84,1.02
20130708:1610,291.32,29.23,0.76
20130708:1710,134.25,28.62,0.51
20130708:1810,56.96,28.01,0.25
20130708:1910,2.47,26.91,0.42
20130708:2010,0.0,25.81,0.59
20130708:2110,0.0,24.71,0.76
20130708:2210,0.0,24.31,0.86
20130708:2310,0.0,23.91,0.97
20130709:0010,0.0,23.51,1.08
20130709:0110,0.0,22.73,1.07
20130709:0210,0.0,21.95,1.06
20130709:0310,0.0,21.17,1.05
20130709:0410,0.0,21.13,1.0
20130709:0510,49.12,21.09,0.95
20130709:0610,160.28,21.05,0.9
20130709:0710,315.53,22.39,0.69
20130709:0810,511.48,23.72,0.49
20130709:0910,627.74,25.05,0.29
20130709:1010,1002.07,25.54,0.48
20130709:1110,963.13,26.03,0.67
20130709:1210,122.57,26.52,0.86
20130709:1310,299.32,26.99,0.9
20130709:1410,73.72,27.46,0.94
20130709:1510,116.11,27.94,0.98
20130709:1610,99.53,27.24,0.93
20130709:1710,122.13,26.54,0.89
20130709:1810,29.43,25.84,0.84
20130709:1910,0.0,25.1,0.67
20130709:2010,0.0,24.37,0.5
20130709:2110,0.0,23.63,0.33
20130709:2210,0.0,22.84,0.52
20130709:2310,0.0,22.04,0.72
20130710:0010,0.0,21.25,0.91
20130710:0110,0.0,20.38,0.82
20130710:0210,0.0,19.51,0.73
20130710:0310,0.0,18.64,0.63
20130710:0410,0.0,19.24,0.56
20130710:0510,61.46,19.84,0.48
20130710:0610,207.1,20.44,0.4
20130710:0710,441.53,21.58,0.75
20130710:0810,662.16,22.71,1.1
20130710:0910,821.62,23.84,1.45
20130710:1010,951.28,24.54,1.42
20130710:1110,841.37,25.24,1.38
20130710:1210,872.53,25.95,1.35
20130710:1310,839.14,26.22,1.3
20130710:1410,153.9,26.5,1.24
20130710:1510,54.37,26.78,1.19
20130710:1610,116.11,25.93,1.04
20130710:1710,94.0,25.08,0.89
20130710:1810,45.01,24.23,0.74
20130710:1910,0.0,23.29,0.88
20130710:2010,0.0,22.35,1.01
20130710:2110,0.0,21.4,1.14
20130710:2210,0.0,21.04,0.89
20130710:2310,0.0,20.69,0.63
20130711:0010,0.0,20.33,0.37
20130711:0110,0.0,19.76,0.43
20130711:0210,0.0,19.2,0.49
20130711:0310,0.0,18.64,0.55
20130711:0410,0.0,19.06,0.44
20130711:0510,43.28,19.49,0.33
20130711:0610,216.78,19.92,0.22
20130711:0710,427.77,21.5,0.63
20130711:0810,633.24,23.07,1.04
20130711:0910,807.34,24.65,1.45
20130711:1010,940.23,25.51,1.67
20130711:1110,1017.51,26.38,1.9
20130711:1210,1001.04,27.25,2.12
20130711:1310,924.4,27.5,2.07
20130711:1410,776.32,27.75,2.02
20130711:1510,577.02,28.01,1.97
20130711:1610,335.04,27.23,1.75
20130711:1710,113.3,26.46,1.52
20130711:1810,64.92,25.69,1.3
20130711:1910,0.0,24.57,1.44
20130711:2010,0.0,23.45,1.59
20130711:2110,0.0,22.33,1.74
20130711:2210,0.0,21.62,1.61
20130711:2310,0.0,20.91,1.49
20130712:0010,0.0,20.2,1.37
20130712:0110,0.0,19.52,1.03
20130712:0210,0.0,18.84,0.69
20130712:0310,0.0,18.16,0.34
20130712:0410,0.0,18.46,0.42
20130712:0510,58.0,18.77,0.49
20130712:0610,207.36,19.07,0.57
20130712:0710,414.44,20.83,0.75
20130712:0810,621.88,22.58,0.93
20130712:0910,816.5,24.34,1.12
20130712:1010,946.24,25.52,1.21
20130712:1110,1017.91,26.7,1.31
20130712:1210,1006.92,27.88,1.41
20130712:1310,929.95,28.26,1.44
20130712:1410,780.32,28.65,1.48
20130712:1510,587.67,29.04,1.52
20130712:1610,365.53,28.44,1.39
20130712:1710,158.01,27.85,1.27
20130712:1810,64.92,27.26,1.14
20130712:1910,0.0,25.65,1.19
20130712:2010,0.0,24.05,1.24
20130712:2110,0.0,22.44,1.28
20130712:2210,0.0,21.87,1.08
20130712:2310,0.0,21.3,0.88
20130713:0010,0.0,20.73,0.68
20130713:0110,0.0,20.19,0.51
20130713:0210,0.0,19.66,0.35
20130713:0310,0.0,19.13,0.19
20130713:0410,0.0,19.26,0.24
20130713:0510,58.0,19.39,0.29
20130713:0610,191.54,19.52,0.34
20130713:0710,428.27,21.43,0.72
20130713:0810,635.48,23.34,1.09
20130713:0910,821.24,25.25,1.46
20130713:1010,946.6,26.32,1.63
20130713:1110,1018.37,27.39,1.79
20130713:1210,1007.41,28.46,1.96
20130713:1310,920.12,28.6,2.11
20130713:1410,777.07,28.74,2.26
20130713:1510,582.81,28.88,2.41
20130713:1610,362.46,28.16,2.03
20130713:1710,158.06,27.45,1.65
20130713:1810,63.19,26.74,1.27
20130713:1910,0.0,25.48,1.44
20130713:2010,0.0,24.23,1.61
20130713:2110,0.0,22.97,1.78
20130713:2210,0.0,22.32,1.54
20130713:2310,0.0,21.66,1.3
20130714:0010,0.0,21.01,1.06
20130714:0110,0.0,20.3,0.73
20130714:0210,0.0,19.59,0.39
20130714:0310,0.0,18.88,0.06
20130714:0410,0.0,19.08,0.13
20130714:0510,57.13,19.29,0.21
20130714:0610,202.91,19.5,0.29
20130714:0710,419.13,21.3,0.74
20130714:0810,638.76,23.09,1.18
20130714:0910,826.03,24.89,1.63
20130714:1010,947.05,26.04,1.71
20130714:1110,1018.91,27.19,1.78
20130714:1210,1007.97,28.35,1.86
20130714:1310,925.83,28.65,1.92
20130714:1410,773.82,28.95,1.97
20130714:1510,574.73,29.26,2.03
20130714:1610,359.8,28.68,1.75
20130714:1710,156.66,28.1,1.47
20130714:1810,63.19,27.52,1.19
20130714:1910,0.0,26.1,1.37
20130714:2010,0.0,24.68,1.54
20130714:2110,0.0,23.25,1.72
20130714:2210,0.0,22.59,1.31
20130714:2310,0.0,21.93,0.89
20130715:0010,0.0,21.27,0.47
20130715:0110,0.0,20.61,0.39
20130715:0210,0.0,19.95,0.31
20130715:0310,0.0,19.3,0.23
20130715:0410,0.0,19.49,0.18
20130715:0510,54.53,19.68,0.12
20130715:0610,207.84,19.87,0.07
20130715:0710,428.95,21.7,0.68
20130715:0810,645.17,23.53,1.29
20130715:0910,829.84,25.36,1.9
20130715:1010,952.19,26.52,1.99
20130715:1110,1019.52,27.69,2.07
20130715:1210,1014.08,28.86,2.15
20130715:1310,931.62,29.12,2.34
20130715:1410,781.79,29.39,2.53
20130715:1510,591.93,29.66,2.72
20130715:1610,370.12,28.97,2.28
20130715:1710,152.68,28.28,1.83
20130715:1810,62.33,27.6,1.39
20130715:1910,0.0,26.33,1.48
20130715:2010,0.0,25.06,1.57
20130715:2110,0.0,23.78,1.66
20130715:2210,0.0,23.08,1.33
20130715:2310,0.0,22.37,1.01
20130716:0010,0.0,21.67,0.69
20130716:0110,0.0,20.9,0.57
20130716:0210,0.0,20.14,0.44
20130716:0310,0.0,19.38,0.32
20130716:0410,0.0,19.52,0.35
20130716:0510,49.34,19.67,0.38
20130716:0610,206.98,19.81,0.41
20130716:0710,428.16,21.81,0.63
20130716:0810,644.5,23.8,0.84
20130716:0910,830.36,25.79,1.05
20130716:1010,957.41,26.86,1.08
20130716:1110,1024.77,27.93,1.11
20130716:1210,1020.26,29.0,1.14
20130716:1310,937.47,29.43,1.42
20130716:1410,786.1,29.86,1.69
20130716:1510,594.55,30.3,1.96
20130716:1610,370.43,29.73,1.7
20130716:1710,154.26,29.16,1.44
20130716:1810,37.22,28.59,1.19
20130716:1910,0.0,27.49,1.04
20130716:2010,0.0,26.4,0.9
20130716:2110,0.0,25.3,0.76
20130716:2210,0.0,24.74,0.74
20130716:2310,0.0,24.17,0.72
20130717:0010,0.0,23.61,0.7
20130717:0110,0.0,22.51,0.69
20130717:0210,0.0,21.41,0.69
20130717:0310,0.0,20.32,0.68
20130717:0410,0.0,20.6,0.71
20130717:0510,54.53,20.89,0.75
20130717:0610,91.89,21.17,0.79
20130717:0710,247.84,22.97,0.97
20130717:0810,633.5,24.77,1.15
20130717:0910,775.76,26.57,1.34
20130717:1010,390.61,27.07,1.27
20130717:1110,458.06,27.57,1.2
20130717:1210,702.31,28.08,1.13
20130717:1310,315.7,28.42,1.04
20130717:1410,184.31,28.76,0.95
20130717:1510,154.82,29.11,0.86
20130717:1610,229.47,28.33,0.87
20130717:1710,29.49,27.55,0.88
20130717:1810,14.72,26.77,0.9
20130717:1910,0.0,25.8,0.84
20130717:2010,0.0,24.84,0.78
20130717:2110,0.0,23.87,0.72
20130717:2210,0.0,23.54,0.64
20130717:2310,0.0,23.21,0.57
20130718:0010,0.0,22.88,0.5
20130718:0110,0.0,22.09,0.53
20130718:0210,0.0,21.3,0.57
20130718:0310,0.0,20.52,0.61
20130718:0410,0.0,20.51,0.53
20130718:0510,8.66,20.51,0.45
20130718:0610,45.16,20.51,0.37
20130718:0710,70.04,21.95,0.6
20130718:0810,138.23,23.39,0.83
20130718:0910,165.88,24.83,1.06
20130718:1010,271.45,25.35,1.09
20130718:1110,508.8,25.88,1.11
20130718:1210,841.53,26.41,1.13
20130718:1310,818.62,26.17,1.08
20130718:1410,610.92,25.94,1.02
20130718:1510,288.06,25.71,0.97
20130718:1610,82.94,25.04,0.8
20130718:1710,53.45,24.37,0.63
20130718:1810,24.24,23.7,0.46
20130718:1910,0.0,22.92,0.57
20130718:2010,0.0,22.15,0.68
20130718:2110,0.0,21.37,0.79
20130718:2210,0.0,21.25,0.89
20130718:2310,0.0,21.13,0.99
20130719:0010,0.0,21.01,1.09
20130719:0110,0.0,20.37,1.0
20130719:0210,0.0,19.73,0.91
20130719:0310,0.0,19.09,0.81
20130719:0410,0.0,19.39,0.85
20130719:0510,49.34,19.69,0.89
20130719:0610,204.08,19.99,0.92
20130719:0710,421.79,21.03,0.74
20130719:0810,647.01,22.06,0.57
20130719:0910,795.74,23.09,0.39
20130719:1010,680.92,23.54,0.38
20130719:1110,429.5,23.99,0.37
20130719:1210,170.49,24.44,0.36
20130719:1310,582.98,24.5,0.63
20130719:1410,118.88,24.57,0.9
20130719:1510,95.84,24.64,1.17
20130719:1610,75.57,24.31,1.2
20130719:1710,140.03,23.98,1.22
20130719:1810,51.07,23.66,1.24
20130719:1910,0.0,22.79,1.04
20130719:2010,0.0,21.92,0.85
20130719:2110,0.0,21.05,0.65
20130719:2210,0.0,20.68,0.72
20130719:2310,0.0,20.3,0.8
20130720:0010,0.0,19.93,0.87
20130720:0110,0.0,19.39,0.87
20130720:0210,0.0,18.86,0.88
20130720:0310,0.0,18.33,0.88
20130720:0410,0.0,18.77,0.9
20130720:0510,44.15,19.22,0.92
20130720:0610,208.5,19.66,0.94
20130720:0710,435.45,21.45,0.64
20130720:0810,656.92,23.24,0.35
20130720:0910,838.87,25.03,0.06
20130720:1010,969.83,25.93,0.31
20130720:1110,1032.79,26.83,0.56
20130720:1210,1010.44,27.74,0.81
20130720:1310,939.78,28.43,0.95
20130720:1410,784.21,29.12,1.09
20130720:1510,592.88,29.82,1.23
20130720:1610,260.23,29.23,1.03
20130720:1710,150.3,28.64,0.83
20130720:1810,9.52,28.06,0.63
20130720:1910,0.0,27.27,0.55
20130720:2010,0.0,26.49,0.47
20130720:2110,0.0,25.7,0.39
20130720:2210,0.0,24.79,0.55
20130720:2310,0.0,23.88,0.72
20130721:0010,0.0,22.97,0.88
20130721:0110,0.0,21.83,0.84
20130721:0210,0.0,20.69,0.8
20130721:0310,0.0,19.55,0.76
20130721:0410,0.0,19.88,0.81
20130721:0510,45.01,20.22,0.87
20130721:0610,205.93,20.55,0.92
20130721:0710,433.35,22.83,0.74
20130721:0810,653.54,25.1,0.55
20130721:0910,838.68,27.37,0.36
20130721:1010,963.98,28.0,0.46
20130721:1110,1027.0,28.63,0.55
20130721:1210,1011.44,29.26,0.65
20130721:1310,930.15,29.6,0.67
20130721:1410,780.18,29.94,0.69
20130721:1510,584.85,30.29,0.72
20130721:1610,319.07,29.6,0.8
20130721:1710,157.48,28.92,0.87
20130721:1810,56.27,28.24,0.95
20130721:1910,0.0,26.93,0.97
20130721:2010,0.0,25.62,0.99
20130721:2110,0.0,24.3,1.01
20130721:2210,0.0,23.4,1.13
20130721:2310,0.0,22.5,1.26
20130722:0010,0.0,21.6,1.38
20130722:0110,0.0,21.09,1.35
20130722:0210,0.0,20.58,1.32
20130722:0310,0.0,20.07,1.3
20130722:0410,0.0,20.42,1.18
20130722:0510,45.88,20.78,1.07
20130722:0610,202.09,21.14,0.95
20130722:0710,428.66,23.01,0.84
20130722:0810,650.14,24.87,0.73
20130722:0910,839.64,26.73,0.62
20130722:1010,975.41,27.05,0.75
20130722:1110,1028.07,27.37,0.88
20130722:1210,1005.7,27.69,1.01
20130722:1310,892.73,28.04,0.88
20130722:1410,561.94,28.4,0.76
20130722:1510,52.53,28.76,0.63
20130722:1610,38.7,28.23,0.74
20130722:1710,31.33,27.71,0.86
20130722:1810,14.72,27.19,0.97
20130722:1910,0.0,25.75,1.1
20130722:2010,0.0,24.31,1.23
20130722:2110,0.0,22.86,1.37
20130722:2210,0.0,22.23,1.32
20130722:2310,0.0,21.6,1.28
20130723:0010,0.0,20.97,1.24
20130723:0110,0.0,21.17,1.3
20130723:0210,0.0,21.37,1.35
