time,irradiance,h_sun,temp,wind
20160627:0310,0.0,0.0,16.22,3.75
20160627:0410,7.95,2.0,16.26,3.98
20160627:0510,55.62,11.43,16.3,4.21
20160627:0610,213.2,21.54,16.34,4.44
20160627:0710,421.8,32.01,17.49,4.49
20160627:0810,623.26,42.55,18.65,4.54
20160627:0910,769.85,52.69,19.81,4.59
20160627:1010,909.37,61.57,21.01,4.47
20160627:1110,971.59,67.32,22.21,4.35
20160627:1210,1006.59,67.26,23.4,4.23
20160627:1310,912.78,61.42,23.82,4.29
20160627:1410,788.31,52.49,24.24,4.35
20160627:1510,604.39,42.34,24.66,4.41
20160627:1610,378.51,31.81,24.08,4.12
20160627:1710,185.61,21.33,23.51,3.83
20160627:1810,66.22,11.24,22.93,3.54
20160627:1910,11.48,1.82,21.98,3.19
20160627:2010,0.0,0.0,21.02,2.84
20160627:2110,0.0,0.0,20.07,2.48
20160627:2210,0.0,0.0,19.92,2.28
20160627:2310,0.0,0.0,19.76,2.08
20160628:0010,0.0,0.0,19.6,1.88
20160628:0110,0.0,0.0,18.68,1.76
20160628:0210,0.0,0.0,17.75,1.64
20160628:0310,0.0,0.0,16.83,1.52
20160628:0410,2.65,1.94,17.27,1.53
20160628:0510,60.04,11.37,17.71,1.54
20160628:0610,210.88,21.47,18.16,1.54
20160628:0710,404.61,31.95,19.88,1.17
20160628:0810,569.03,42.48,21.61,0.79
20160628:0910,732.51,52.62,23.33,0.41
20160628:1010,770.94,61.51,24.52,0.92
20160628:1110,810.85,67.27,25.72,1.43
20160628:1210,771.46,67.23,26.91,1.94
20160628:1310,780.69,61.41,27.51,2.16
20160628:1410,654.31,52.5,28.11,2.38
20160628:1510,548.03,42.35,28.71,2.59
20160628:1610,357.34,31.81,28.24,2.29
20160628:1710,185.49,21.34,27.77,1.99
20160628:1810,56.51,11.24,27.3,1.68
20160628:1910,10.6,1.82,26.17,1.73
20160628:2010,0.0,0.0,25.04,1.77
20160628:2110,0.0,0.0,23.91,1.82
20160628:2210,0.0,0.0,23.47,1.53
20160628:2310,0.0,0.0,23.03,1.23
20160629:0010,0.0,0.0,22.59,0.94
20160629:0110,0.0,0.0,21.94,0.7
20160629:0210,0.0,0.0,21.28,0.46
20160629:0310,0.0,0.0,20.62,0.22
20160629:0410,2.65,1.87,20.61,0.38
20160629:0510,60.92,11.3,20.61,0.53
20160629:0610,134.63,21.41,20.61,0.69
20160629:0710,253.32,31.88,21.88,0.91
20160629:0810,572.22,42.42,23.15,1.12
20160629:0910,785.56,52.55,24.42,1.34
20160629:1010,897.78,61.44,25.65,1.6
20160629:1110,971.36,67.21,26.88,1.87
20160629:1210,966.72,67.19,28.1,2.14
20160629:1310,918.07,61.39,29.03,2.73
20160629:1410,789.41,52.49,29.95,3.32
20160629:1510,607.82,42.35,30.87,3.92
20160629:1610,395.73,31.82,29.97,3.36
20160629:1710,187.04,21.34,29.08,2.8
20160629:1810,35.32,11.24,28.18,2.25
20160629:1910,7.06,1.81,26.57,2.12
20160629:2010,0.0,0.0,24.95,2.0
20160629:2110,0.0,0.0,23.34,1.88
20160629:2210,0.0,0.0,23.02,1.75
20160629:2310,0.0,0.0,22.7,1.63
20160630:0010,0.0,0.0,22.37,1.5
20160630:0110,0.0,0.0,21.81,1.3
20160630:0210,0.0,0.0,21.24,1.09
20160630:0310,0.0,0.0,20.67,0.88
20160630:0410,0.0,0.0,20.8,0.95
20160630:0510,16.78,11.23,20.94,1.02
20160630:0610,118.8,21.34,21.08,1.09
20160630:0710,155.65,31.81,21.64,1.21
20160630:0810,338.73,42.35,22.2,1.34
20160630:0910,506.08,52.48,22.76,1.46
20160630:1010,315.67,61.37,23.1,1.57
20160630:1110,859.29,67.15,23.44,1.67
20160630:1210,950.13,67.15,23.78,1.78
20160630:1310,835.51,61.37,24.6,1.95
20160630:1410,713.61,52.48,25.41,2.12
20160630:1510,524.18,42.35,26.22,2.29
20160630:1610,326.12,31.82,25.87,2.04
20160630:1710,187.54,21.34,25.53,1.79
20160630:1810,58.27,11.23,25.18,1.54
20160630:1910,10.6,1.8,24.02,1.62
20160630:2010,0.0,0.0,22.87,1.7
20160630:2110,0.0,0.0,21.71,1.78
20160630:2210,0.0,0.0,21.21,1.62
20160630:2310,0.0,0.0,20.71,1.46
20160701:0010,0.0,0.0,20.21,1.3
20160701:0110,0.0,0.0,19.97,1.46
20160701:0210,0.0,0.0,19.72,1.62
20160701:0310,0.0,0.0,19.48,1.78
20160701:0410,0.0,0.0,19.94,1.5
20160701:0510,62.69,11.15,20.41,1.22
20160701:0610,189.8,21.26,20.88,0.94
20160701:0710,354.91,31.74,22.52,1.04
20160701:0810,457.52,42.27,24.15,1.15
20160701:0910,739.49,52.41,25.78,1.26
20160701:1010,906.91,61.29,26.84,1.66
20160701:1110,883.6,67.07,27.9,2.06
20160701:1210,989.27,67.09,28.97,2.46
20160701:1310,918.32,61.34,29.43,2.86
20160701:1410,722.67,52.47,29.9,3.26
20160701:1510,606.55,42.34,30.37,3.66
20160701:1610,399.1,31.81,29.8,3.0
20160701:1710,187.08,21.33,29.23,2.35
20160701:1810,72.4,11.22,28.66,1.7
20160701:1910,9.71,1.78,27.21,1.82
20160701:2010,0.0,0.0,25.76,1.94
20160701:2110,0.0,0.0,24.3,2.06
20160701:2210,0.0,0.0,24.08,1.88
20160701:2310,0.0,0.0,23.85,1.7
20160702:0010,0.0,0.0,23.63,1.52
20160702:0110,0.0,0.0,22.46,1.44
20160702:0210,0.0,0.0,21.3,1.37
20160702:0310,0.0,0.0,20.14,1.3
20160702:0410,0.0,0.0,20.35,1.07
20160702:0510,31.79,11.07,20.57,0.84
20160702:0610,41.03,21.18,20.78,0.61
20160702:0710,50.35,31.66,21.32,1.16
20160702:0810,170.63,42.19,21.85,1.72
20160702:0910,140.79,52.33,22.38,2.28
20160702:1010,73.66,61.21,22.73,2.56
20160702:1110,105.36,67.0,23.08,2.85
20160702:1210,113.75,67.04,23.44,3.13
20160702:1310,451.11,61.31,23.55,3.19
20160702:1410,348.65,52.45,23.66,3.25
20160702:1510,299.41,42.33,23.77,3.31
20160702:1610,356.5,31.8,23.18,3.22
20160702:1710,187.46,21.31,22.59,3.14
20160702:1810,66.22,11.2,22.01,3.05
20160702:1910,9.71,1.76,21.02,2.93
20160702:2010,0.0,0.0,20.03,2.82
20160702:2110,0.0,0.0,19.03,2.7
20160702:2210,0.0,0.0,18.63,2.71
20160702:2310,0.0,0.0,18.23,2.71
20160703:0010,0.0,0.0,17.83,2.72
20160703:0110,0.0,0.0,17.02,2.81
20160703:0210,0.0,0.0,16.21,2.9
20160703:0310,0.0,0.0,15.41,2.99
20160703:0410,0.0,0.0,15.4,3.3
20160703:0510,65.34,10.99,15.4,3.61
20160703:0610,207.18,21.1,15.39,3.92
20160703:0710,419.7,31.58,16.7,3.78
20160703:0810,621.94,42.11,18.0,3.65
20160703:0910,733.81,52.24,19.3,3.52
20160703:1010,911.61,61.12,20.64,3.53
20160703:1110,976.4,66.91,21.98,3.54
20160703:1210,967.24,66.97,23.33,3.56
20160703:1310,929.4,61.27,23.87,3.67
20160703:1410,787.27,52.43,24.41,3.79
20160703:1510,612.82,42.31,24.96,3.9
20160703:1610,401.23,31.78,24.37,3.75
20160703:1710,186.86,21.3,23.78,3.6
20160703:1810,53.86,11.18,23.2,3.45
20160703:1910,10.6,1.73,22.13,3.12
20160703:2010,0.0,0.0,21.06,2.8
20160703:2110,0.0,0.0,19.99,2.47
20160703:2210,0.0,0.0,19.5,2.25
20160703:2310,0.0,0.0,19.02,2.04
20160704:0010,0.0,0.0,18.53,1.82
20160704:0110,0.0,0.0,17.93,1.78
20160704:0210,0.0,0.0,17.33,1.74
20160704:0310,0.0,0.0,16.74,1.7
20160704:0410,0.0,0.0,17.12,1.74
20160704:0510,50.33,10.9,17.51,1.79
20160704:0610,207.35,21.01,17.89,1.83
20160704:0710,420.45,31.49,19.87,1.46
20160704:0810,626.98,42.02,21.85,1.09
20160704:0910,751.24,52.15,23.83,0.72
20160704:1010,836.58,61.03,25.16,0.84
20160704:1110,970.35,66.82,26.49,0.96
20160704:1210,922.73,66.9,27.82,1.08
20160704:1310,908.92,61.22,28.32,1.41
20160704:1410,787.1,52.4,28.83,1.74
20160704:1510,613.63,42.29,29.34,2.07
20160704:1610,401.02,31.76,28.71,1.83
20160704:1710,187.7,21.27,28.08,1.59
20160704:1810,54.74,11.15,27.45,1.35
20160704:1910,9.71,1.69,26.08,1.14
20160704:2010,0.0,0.0,24.72,0.94
20160704:2110,0.0,0.0,23.35,0.73
20160704:2210,0.0,0.0,22.87,0.58
20160704:2310,0.0,0.0,22.39,0.44
20160705:0010,0.0,0.0,21.91,0.29
20160705:0110,0.0,0.0,20.92,0.42
20160705:0210,0.0,0.0,19.93,0.55
20160705:0310,0.0,0.0,18.95,0.68
20160705:0410,0.0,0.0,19.44,0.54
20160705:0510,61.81,10.81,19.93,0.4
20160705:0610,126.98,20.92,20.42,0.26
20160705:0710,297.56,31.41,22.33,0.76
20160705:0810,451.16,41.93,24.24,1.26
20160705:0910,613.64,52.06,26.15,1.77
20160705:1010,687.51,60.93,26.93,2.11
20160705:1110,758.89,66.72,27.71,2.46
20160705:1210,807.93,66.82,28.49,2.81
20160705:1310,764.4,61.17,28.09,3.07
20160705:1410,706.06,52.36,27.69,3.32
20160705:1510,512.32,42.26,27.29,3.57
20160705:1610,382.45,31.73,26.39,3.34
20160705:1710,188.02,21.24,25.49,3.11
20160705:1810,56.51,11.11,24.59,2.88
20160705:1910,8.83,1.65,23.55,2.8
20160705:2010,0.0,0.0,22.52,2.73
20160705:2110,0.0,0.0,21.48,2.65
20160705:2210,0.0,0.0,21.07,2.68
20160705:2310,0.0,0.0,20.65,2.71
20160706:0010,0.0,0.0,20.24,2.74
20160706:0110,0.0,0.0,19.84,2.75
20160706:0210,0.0,0.0,19.45,2.75
20160706:0310,0.0,0.0,19.06,2.76
20160706:0410,0.0,0.0,18.96,2.86
20160706:0510,54.74,10.71,18.87,2.95
20160706:0610,203.76,20.83,18.77,3.05
20160706:0710,412.88,31.31,19.89,3.13
20160706:0810,566.78,41.84,21.0,3.2
20160706:0910,699.09,51.97,22.12,3.28
20160706:1010,756.76,60.83,23.21,3.32
20160706:1110,839.65,66.62,24.3,3.36
20160706:1210,880.97,66.74,25.39,3.39
20160706:1310,883.26,61.11,25.93,3.45
20160706:1410,746.21,52.32,26.47,3.51
20160706:1510,595.76,42.22,27.01,3.57
20160706:1610,383.22,31.7,26.26,3.49
20160706:1710,187.46,21.21,25.51,3.4
20160706:1810,56.51,11.07,24.76,3.31
20160706:1910,7.95,1.6,23.54,3.01
20160706:2010,0.0,0.0,22.33,2.71
20160706:2110,0.0,0.0,21.11,2.41
20160706:2210,0.0,0.0,20.54,2.23
20160706:2310,0.0,0.0,19.96,2.05
20160707:0010,0.0,0.0,19.39,1.86
20160707:0110,0.0,0.0,18.68,1.77
20160707:0210,0.0,0.0,17.97,1.68
20160707:0310,0.0,0.0,17.26,1.59
20160707:0410,0.0,0.0,17.61,1.64
20160707:0510,52.09,10.61,17.97,1.69
20160707:0610,202.32,20.73,18.32,1.74
20160707:0710,379.19,31.22,20.5,1.6
20160707:0810,559.19,41.75,22.67,1.45
20160707:0910,799.07,51.87,24.85,1.31
20160707:1010,931.81,60.73,26.32,1.1
20160707:1110,981.3,66.51,27.79,0.89
20160707:1210,996.88,66.65,29.27,0.68
20160707:1310,920.49,61.05,29.63,1.03
20160707:1410,783.94,52.27,30.0,1.38
20160707:1510,608.57,42.18,30.37,1.74
20160707:1610,403.54,31.66,29.68,1.6
20160707:1710,183.56,21.17,28.99,1.47
20160707:1810,55.62,11.03,28.31,1.34
20160707:1910,9.71,1.55,26.82,1.4
20160707:2010,0.0,0.0,25.34,1.46
20160707:2110,0.0,0.0,23.85,1.52
20160707:2210,0.0,0.0,23.57,1.07
20160707:2310,0.0,0.0,23.3,0.62
20160708:0010,0.0,0.0,23.02,0.17
20160708:0110,0.0,0.0,22.24,0.14
20160708:0210,0.0,0.0,21.46,0.12
20160708:0310,0.0,0.0,20.68,0.1
20160708:0410,0.0,0.0,20.94,0.18
20160708:0510,63.57,10.51,21.2,0.27
20160708:0610,196.99,20.63,21.46,0.36
20160708:0710,365.89,31.12,23.65,0.78
20160708:0810,604.68,41.65,25.83,1.2
20160708:0910,789.33,51.76,28.02,1.61
20160708:1010,894.4,60.61,29.04,2.04
20160708:1110,981.26,66.4,30.06,2.47
20160708:1210,956.02,66.55,31.08,2.9
20160708:1310,826.45,60.98,30.94,3.12
20160708:1410,724.7,52.22,30.8,3.35
20160708:1510,528.31,42.14,30.66,3.57
20160708:1610,368.53,31.62,29.95,3.21
20160708:1710,188.31,21.12,29.25,2.86
20160708:1810,61.81,10.98,28.55,2.5
20160708:1910,0.0,0.0,27.18,2.37
20160708:2010,0.0,0.0,25.81,2.25
20160708:2110,0.0,0.0,24.43,2.12
20160708:2210,0.0,0.0,23.92,2.14
20160708:2310,0.0,0.0,23.4,2.16
20160709:0010,0.0,0.0,22.89,2.18
20160709:0110,0.0,0.0,22.4,2.14
20160709:0210,0.0,0.0,21.91,2.1
20160709:0310,0.0,0.0,21.43,2.06
20160709:0410,0.0,0.0,21.52,2.33
20160709:0510,52.98,10.4,21.61,2.61
20160709:0610,200.93,20.53,21.7,2.88
20160709:0710,414.47,31.02,23.05,2.87
20160709:0810,626.33,41.54,24.39,2.86
20160709:0910,807.29,51.65,25.73,2.86
20160709:1010,937.27,60.5,26.95,2.63
20160709:1110,1003.96,66.28,28.18,2.4
20160709:1210,991.4,66.44,29.41,2.17
20160709:1310,920.62,60.9,29.98,2.43
20160709:1410,789.07,52.16,30.56,2.7
20160709:1510,615.56,42.09,31.14,2.97
20160709:1610,401.73,31.57,30.43,2.74
20160709:1710,187.97,21.07,29.72,2.51
20160709:1810,53.86,10.92,29.01,2.29
20160709:1910,0.0,0.0,27.61,1.92
20160709:2010,0.0,0.0,26.21,1.55
20160709:2110,0.0,0.0,24.81,1.19
20160709:2210,0.0,0.0,24.15,1.25
20160709:2310,0.0,0.0,23.49,1.31
20160710:0010,0.0,0.0,22.83,1.38
20160710:0110,0.0,0.0,22.04,1.23
20160710:0210,0.0,0.0,21.25,1.09
20160710:0310,0.0,0.0,20.47,0.94
20160710:0410,0.0,0.0,20.93,0.99
20160710:0510,50.33,10.29,21.4,1.04
20160710:0610,199.91,20.42,21.87,1.09
20160710:0710,409.69,30.91,24.31,1.3
20160710:0810,622.41,41.44,26.74,1.51
20160710:0910,802.0,51.54,29.18,1.72
20160710:1010,936.28,60.38,30.25,2.06
20160710:1110,998.47,66.15,31.32,2.4
20160710:1210,1002.75,66.33,32.4,2.74
20160710:1310,926.18,60.82,33.07,3.13
20160710:1410,789.2,52.1,33.75,3.51
20160710:1510,606.25,42.03,34.43,3.89
20160710:1610,399.98,31.52,33.61,3.29
20160710:1710,174.98,21.02,32.8,2.69
20160710:1810,69.75,10.86,31.99,2.1
20160710:1910,0.0,0.0,30.22,2.11
20160710:2010,0.0,0.0,28.45,2.11
20160710:2110,0.0,0.0,26.68,2.12
20160710:2210,0.0,0.0,25.94,1.97
20160710:2310,0.0,0.0,25.21,1.82
20160711:0010,0.0,0.0,24.47,1.67
20160711:0110,0.0,0.0,23.82,1.62
20160711:0210,0.0,0.0,23.17,1.57
20160711:0310,0.0,0.0,22.53,1.52
20160711:0410,0.0,0.0,22.91,1.39
20160711:0510,61.81,10.18,23.3,1.27
20160711:0610,177.73,20.31,23.68,1.14
20160711:0710,255.42,30.8,25.19,1.26
20160711:0810,108.16,41.33,26.7,1.37
20160711:0910,71.79,51.43,28.21,1.48
20160711:1010,293.65,60.25,29.23,1.83
20160711:1110,652.34,66.02,30.25,2.18
20160711:1210,541.43,66.21,31.27,2.54
20160711:1310,821.24,60.73,30.72,2.46
20160711:1410,684.6,52.03,30.18,2.37
20160711:1510,582.59,41.97,29.64,2.29
20160711:1610,43.82,31.46,28.86,2.11
20160711:1710,75.52,20.96,28.08,1.92
20160711:1810,11.48,10.79,27.3,1.74
20160711:1910,0.0,0.0,26.51,1.53
20160711:2010,0.0,0.0,25.73,1.31
20160711:2110,0.0,0.0,24.94,1.1
20160711:2210,0.0,0.0,24.52,0.97
20160711:2310,0.0,0.0,24.1,0.84
20160712:0010,0.0,0.0,23.68,0.7
20160712:0110,0.0,0.0,23.12,0.84
20160712:0210,0.0,0.0,22.56,0.97
20160712:0310,0.0,0.0,22.01,1.1
20160712:0410,0.0,0.0,21.85,1.35
20160712:0510,23.84,10.06,21.69,1.6
20160712:0610,36.36,20.2,21.53,1.85
20160712:0710,62.47,30.69,21.81,1.85
20160712:0810,268.45,41.22,22.09,1.86
20160712:0910,150.12,51.31,22.37,1.86
20160712:1010,217.25,60.12,22.62,1.93
20160712:1110,151.05,65.88,22.87,1.99
20160712:1210,77.39,66.09,23.12,2.06
20160712:1310,83.92,60.63,23.19,2.02
20160712:1410,136.13,51.95,23.26,1.99
20160712:1510,67.13,41.91,23.33,1.96
20160712:1610,58.74,31.4,22.93,2.15
20160712:1710,89.51,20.89,22.53,2.34
20160712:1810,62.69,10.72,22.13,2.54
20160712:1910,0.0,0.0,21.33,2.43
20160712:2010,0.0,0.0,20.54,2.33
20160712:2110,0.0,0.0,19.74,2.22
20160712:2210,0.0,0.0,19.4,2.25
20160712:2310,0.0,0.0,19.07,2.29
20160713:0010,0.0,0.0,18.73,2.32
20160713:0110,0.0,0.0,17.72,2.37
20160713:0210,0.0,0.0,16.72,2.42
20160713:0310,0.0,0.0,15.72,2.47
20160713:0410,0.0,0.0,15.53,2.64
20160713:0510,29.14,9.94,15.35,2.82
20160713:0610,44.75,20.08,15.16,2.99
20160713:0710,244.69,30.58,16.11,3.08
20160713:0810,443.78,41.1,17.06,3.17
20160713:0910,613.06,51.19,18.01,3.26
20160713:1010,368.87,59.99,18.79,3.59
20160713:1110,169.7,65.74,19.57,3.92
20160713:1210,881.03,65.96,20.36,4.25
20160713:1310,776.21,60.53,19.96,4.56
20160713:1410,136.13,51.87,19.57,4.87
20160713:1510,576.31,41.83,19.18,5.19
20160713:1610,256.0,31.33,18.48,4.98
20160713:1710,174.94,20.82,17.78,4.78
20160713:1810,45.03,10.64,17.08,4.58
20160713:1910,0.0,0.0,16.51,4.36
20160713:2010,0.0,0.0,15.94,4.15
20160713:2110,0.0,0.0,15.36,3.93
20160713:2210,0.0,0.0,15.12,3.9
20160713:2310,0.0,0.0,14.89,3.88
20160714:0010,0.0,0.0,14.65,3.85
20160714:0110,0.0,0.0,14.13,3.78
20160714:0210,0.0,0.0,13.62,3.72
20160714:0310,0.0,0.0,13.11,3.66
20160714:0410,0.0,0.0,13.19,4.03
20160714:0510,52.09,9.82,13.28,4.41
20160714:0610,188.51,19.97,13.37,4.79
20160714:0710,360.34,30.46,14.09,4.91
20160714:0810,556.09,40.98,14.8,5.03
20160714:0910,534.77,51.06,15.52,5.14
20160714:1010,469.36,59.85,16.2,5.15
20160714:1110,473.03,65.59,16.89,5.16
20160714:1210,598.22,65.82,17.58,5.17
20160714:1310,81.12,60.42,17.74,5.32
20160714:1410,417.49,51.78,17.9,5.48
20160714:1510,582.82,41.76,18.07,5.63
20160714:1610,316.93,31.25,17.56,5.53
20160714:1710,186.37,20.74,17.05,5.43
20160714:1810,67.1,10.56,16.54,5.34
20160714:1910,0.0,0.0,15.98,5.16
20160714:2010,0.0,0.0,15.42,4.99
20160714:2110,0.0,0.0,14.85,4.81
20160714:2210,0.0,0.0,14.75,4.65
20160714:2310,0.0,0.0,14.65,4.48
20160715:0010,0.0,0.0,14.55,4.32
20160715:0110,0.0,0.0,13.96,4.08
20160715:0210,0.0,0.0,13.37,3.85
20160715:0310,0.0,0.0,12.79,3.61
20160715:0410,0.0,0.0,12.95,3.77
20160715:0510,51.21,9.69,13.12,3.94
20160715:0610,193.43,19.84,13.29,4.1
20160715:0710,404.41,30.34,14.71,4.11
20160715:0810,569.51,40.86,16.13,4.11
20160715:0910,601.63,50.93,17.55,4.12
20160715:1010,558.07,59.71,18.82,4.24
20160715:1110,844.03,65.43,20.09,4.36
20160715:1210,974.76,65.67,21.36,4.48
20160715:1310,782.09,60.3,21.61,4.54
20160715:1410,734.46,51.68,21.86,4.6
20160715:1510,582.97,41.67,22.12,4.66
20160715:1610,394.87,31.17,21.57,4.37
20160715:1710,187.29,20.66,21.02,4.07
20160715:1810,53.86,10.47,20.48,3.78
20160715:1910,0.0,0.0,19.47,3.46
20160715:2010,0.0,0.0,18.47,3.14
20160715:2110,0.0,0.0,17.46,2.81
20160715:2210,0.0,0.0,17.0,2.51
20160715:2310,0.0,0.0,16.54,2.2
20160716:0010,0.0,0.0,16.08,1.89
20160716:0110,0.0,0.0,15.33,1.83
20160716:0210,0.0,0.0,14.59,1.77
20160716:0310,0.0,0.0,13.85,1.71
20160716:0410,0.0,0.0,14.07,1.75
20160716:0510,45.91,9.56,14.29,1.78
20160716:0610,194.16,19.72,14.51,1.82
20160716:0710,407.16,30.22,16.47,1.97
20160716:0810,621.67,40.74,18.43,2.12
20160716:0910,803.27,50.8,20.39,2.28
20160716:1010,935.93,59.56,21.75,2.57
20160716:1110,1005.16,65.27,23.11,2.87
20160716:1210,1003.97,65.52,24.48,3.17
20160716:1310,928.36,60.18,25.2,3.23
20160716:1410,791.09,51.58,25.93,3.29
20160716:1510,616.37,41.58,26.66,3.35
20160716:1610,402.93,31.08,26.09,3.01
20160716:1710,187.3,20.57,25.53,2.67
20160716:1810,52.09,10.37,24.97,2.33
20160716:1910,0.0,0.0,23.63,2.05
20160716:2010,0.0,0.0,22.29,1.76
20160716:2110,0.0,0.0,20.94,1.48
20160716:2210,0.0,0.0,20.19,1.61
20160716:2310,0.0,0.0,19.45,1.74
20160717:0010,0.0,0.0,18.7,1.88
20160717:0110,0.0,0.0,17.89,1.61
20160717:0210,0.0,0.0,17.09,1.34
20160717:0310,0.0,0.0,16.29,1.08
20160717:0410,0.0,0.0,16.62,0.98
20160717:0510,45.91,9.43,16.96,0.88
20160717:0610,193.3,19.59,17.29,0.79
20160717:0710,406.32,30.1,19.82,0.75
20160717:0810,620.94,40.61,22.34,0.71
20160717:0910,803.69,50.67,24.87,0.68
20160717:1010,935.35,59.41,26.28,0.91
20160717:1110,1004.63,65.1,27.69,1.15
20160717:1210,998.86,65.36,29.1,1.39
20160717:1310,923.38,60.05,29.51,1.65
20160717:1410,787.43,51.48,29.92,1.9
20160717:1510,616.83,41.49,30.34,2.15
20160717:1610,402.25,30.99,29.7,1.95
20160717:1710,186.49,20.48,29.06,1.75
20160717:1810,52.09,10.27,28.42,1.54
20160717:1910,0.0,0.0,26.76,1.63
20160717:2010,0.0,0.0,25.11,1.72
20160717:2110,0.0,0.0,23.45,1.81
20160717:2210,0.0,0.0,23.49,1.43
20160717:2310,0.0,0.0,23.54,1.05
20160718:0010,0.0,0.0,23.58,0.68
20160718:0110,0.0,0.0,22.13,0.58
20160718:0210,0.0,0.0,20.69,0.48
20160718:0310,0.0,0.0,19.25,0.39
20160718:0410,0.0,0.0,19.35,0.4
20160718:0510,45.91,9.3,19.46,0.4
20160718:0610,191.61,19.46,19.56,0.41
20160718:0710,405.51,29.97,22.17,0.59
20160718:0810,620.26,40.48,24.77,0.76
20160718:0910,803.11,50.53,27.37,0.94
20160718:1010,935.94,59.26,28.67,1.22
20160718:1110,1005.27,64.93,29.97,1.51
20160718:1210,1004.12,65.2,31.27,1.79
20160718:1310,928.46,59.91,31.5,2.0
20160718:1410,796.25,51.36,31.73,2.21
20160718:1510,616.29,41.39,31.97,2.41
20160718:1610,400.59,30.9,31.3,2.14
20160718:1710,186.02,20.38,30.63,1.87
20160718:1810,50.33,10.17,29.97,1.6
20160718:1910,0.0,0.0,28.67,1.63
20160718:2010,0.0,0.0,27.38,1.66
20160718:2110,0.0,0.0,26.08,1.7
20160718:2210,0.0,0.0,25.24,1.27
20160718:2310,0.0,0.0,24.4,0.84
20160719:0010,0.0,0.0,23.56,0.41
20160719:0110,0.0,0.0,22.18,0.46
20160719:0210,0.0,0.0,20.81,0.51
20160719:0310,0.0,0.0,19.44,0.55
20160719:0410,0.0,0.0,19.74,0.66
20160719:0510,45.91,9.16,20.05,0.76
20160719:0610,190.81,19.33,20.36,0.87
20160719:0710,404.75,29.84,23.2,0.69
20160719:0810,619.63,40.35,26.03,0.52
20160719:0910,802.59,50.39,28.86,0.34
20160719:1010,941.14,59.1,30.18,0.63
20160719:1110,1004.85,64.76,31.51,0.92
20160719:1210,1004.83,65.03,32.84,1.21
20160719:1310,929.12,59.77,33.18,1.5
20160719:1410,791.64,51.25,33.53,1.78
20160719:1510,615.82,41.28,33.88,2.07
20160719:1610,400.98,30.79,32.91,1.78
20160719:1710,185.75,20.27,31.94,1.5
20160719:1810,52.98,10.06,30.97,1.21
20160719:1910,0.0,0.0,28.93,1.5
20160719:2010,0.0,0.0,26.9,1.79
20160719:2110,0.0,0.0,24.86,2.08
20160719:2210,0.0,0.0,24.0,1.76
20160719:2310,0.0,0.0,23.13,1.44
20160720:0010,0.0,0.0,22.27,1.12
20160720:0110,0.0,0.0,21.44,1.09
20160720:0210,0.0,0.0,20.62,1.06
20160720:0310,0.0,0.0,19.8,1.03
20160720:0410,0.0,0.0,20.12,0.98
20160720:0510,46.8,9.02,20.45,0.93
20160720:0610,188.57,19.2,20.77,0.88
20160720:0710,401.62,29.71,23.58,0.92
20160720:0810,616.09,40.21,26.39,0.97
20160720:0910,797.7,50.24,29.2,1.01
20160720:1010,930.45,58.94,30.73,1.29
20160720:1110,999.8,64.57,32.26,1.58
20160720:1210,992.94,64.85,33.79,1.86
20160720:1310,918.6,59.62,34.06,2.1
20160720:1410,774.24,51.12,34.34,2.34
20160720:1510,506.16,41.17,34.62,2.58
20160720:1610,205.66,30.68,33.54,2.23
20160720:1710,60.61,20.16,32.46,1.87
20160720:1810,57.39,9.94,31.38,1.52
20160720:1910,0.0,0.0,29.57,1.73
20160720:2010,0.0,0.0,27.77,1.94
20160720:2110,0.0,0.0,25.96,2.15
20160720:2210,0.0,0.0,25.35,2.03
20160720:2310,0.0,0.0,24.75,1.91
20160721:0010,0.0,0.0,24.14,1.79
20160721:0110,0.0,0.0,24.05,1.89
20160721:0210,0.0,0.0,23.96,1.99
20160721:0310,0.0,0.0,23.88,2.08
20160721:0410,0.0,0.0,23.63,1.82
20160721:0510,51.21,8.87,23.38,1.56
20160721:0610,178.01,19.06,23.13,1.3
20160721:0710,368.88,29.57,24.31,1.19
20160721:0810,578.62,40.07,25.49,1.09
20160721:0910,602.6,50.09,26.67,0.98
20160721:1010,842.77,58.77,27.31,1.19
20160721:1110,861.85,64.39,27.95,1.4
20160721:1210,842.74,64.67,28.6,1.61
20160721:1310,804.0,59.47,29.0,1.74
20160721:1410,711.33,50.99,29.4,1.87
20160721:1510,562.34,41.05,29.8,2.0
20160721:1610,345.37,30.57,28.86,1.67
20160721:1710,51.28,20.04,27.92,1.34
20160721:1810,26.49,9.81,26.99,1.01
20160721:1910,0.0,0.0,26.16,0.97
20160721:2010,0.0,0.0,25.33,0.94
20160721:2110,0.0,0.0,24.5,0.91
20160721:2210,0.0,0.0,24.02,0.86
20160721:2310,0.0,0.0,23.53,0.81
20160722:0010,0.0,0.0,23.05,0.76
20160722:0110,0.0,0.0,22.73,0.77
20160722:0210,0.0,0.0,22.41,0.78
20160722:0310,0.0,0.0,22.1,0.79
20160722:0410,0.0,0.0,22.0,0.83
20160722:0510,8.83,8.73,21.91,0.88
20160722:0610,25.17,18.92,21.81,0.92
20160722:0710,142.64,29.43,22.27,0.68
20160722:0810,217.78,39.93,22.72,0.43
20160722:0910,97.9,49.94,23.17,0.18
